Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
SRR15401381_1	SRR15401381_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14187803.0	709.3 Mbp	0.0	50.0	42.0	58.30803927081409	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401381_2	SRR15401381_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14187803.0	709.3 Mbp	0.0	50.0	44.0	61.940238452086874	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401382_1	SRR15401382_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31990830.0	1.5 Gbp	0.0	50.0	42.0	50.258580873952006	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401382_2	SRR15401382_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31990830.0	1.5 Gbp	0.0	50.0	43.0	52.176537643587736	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401383_1	SRR15401383_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42715919.0	2.1 Gbp	0.0	50.0	42.0	46.983899226676165	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401383_2	SRR15401383_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42715919.0	2.1 Gbp	0.0	50.0	43.0	48.980752956050715	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401384_1	SRR15401384_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39912197.0	1.9 Gbp	0.0	50.0	42.0	46.40357824919206	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401384_2	SRR15401384_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39912197.0	1.9 Gbp	0.0	50.0	43.0	50.90941771396636	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401385_1	SRR15401385_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31197944.0	1.5 Gbp	0.0	50.0	42.0	58.950328226495266	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401385_2	SRR15401385_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31197944.0	1.5 Gbp	0.0	50.0	43.0	61.301187894027656	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401386_1	SRR15401386_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31435156.0	1.5 Gbp	0.0	50.0	41.0	55.80019379584985	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401386_2	SRR15401386_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31435156.0	1.5 Gbp	0.0	50.0	43.0	60.58952390825405	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401387_1	SRR15401387_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24830830.0	1.2 Gbp	0.0	50.0	41.0	57.74624004099831	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401387_2	SRR15401387_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24830830.0	1.2 Gbp	0.0	50.0	43.0	63.121287070399156	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401388_1	SRR15401388_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44593159.0	2.2 Gbp	0.0	50.0	43.0	43.88915506592436	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401388_2	SRR15401388_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44593159.0	2.2 Gbp	0.0	50.0	44.0	46.6210849263979	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401389_1	SRR15401389_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14283165.0	714.1 Mbp	0.0	50.0	42.0	59.73115859251805	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401389_2	SRR15401389_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14283165.0	714.1 Mbp	0.0	50.0	44.0	62.08870355288765	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	warn	pass	
SRR15401390_1	SRR15401390_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20997130.0	1 Gbp	0.0	50.0	42.0	58.20189035400819	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401390_2	SRR15401390_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20997130.0	1 Gbp	0.0	50.0	43.0	61.40934237416151	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401391_1	SRR15401391_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21019178.0	1 Gbp	0.0	50.0	41.0	56.82153986499422	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401391_2	SRR15401391_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21019178.0	1 Gbp	0.0	50.0	43.0	60.26227324543151	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401392_1	SRR15401392_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21323150.0	1 Gbp	0.0	50.0	42.0	60.12462777464174	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401392_2	SRR15401392_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21323150.0	1 Gbp	0.0	50.0	44.0	62.9225016143938	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401393_1	SRR15401393_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28305083.0	1.4 Gbp	0.0	50.0	43.0	54.14785092378883	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401393_2	SRR15401393_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28305083.0	1.4 Gbp	0.0	50.0	44.0	58.16226366133937	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401394_1	SRR15401394_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17941743.0	897 Mbp	0.0	50.0	42.0	61.64707919213236	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401394_2	SRR15401394_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17941743.0	897 Mbp	0.0	50.0	43.0	63.15742451754238	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401395_1	SRR15401395_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23441807.0	1.1 Gbp	0.0	50.0	42.0	55.764176515774054	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401395_2	SRR15401395_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23441807.0	1.1 Gbp	0.0	50.0	43.0	60.846598071498626	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401396_1	SRR15401396_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15813790.0	790.6 Mbp	0.0	50.0	42.0	50.08210898420228	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401396_2	SRR15401396_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15813790.0	790.6 Mbp	0.0	50.0	44.0	56.764745467899694	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401397_1	SRR15401397_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19696389.0	984.8 Mbp	0.0	50.0	42.0	50.392256992036664	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401397_2	SRR15401397_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19696389.0	984.8 Mbp	0.0	50.0	44.0	55.54726669050651	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401398_1	SRR15401398_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48691660.0	2.4 Gbp	0.0	50.0	43.0	46.42364526338799	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401398_2	SRR15401398_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48691660.0	2.4 Gbp	0.0	50.0	44.0	47.961790011856245	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401399_1	SRR15401399_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43629732.0	2.1 Gbp	0.0	50.0	43.0	45.486161774900395	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401399_2	SRR15401399_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43629732.0	2.1 Gbp	0.0	50.0	43.0	45.647484226030535	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401400_1	SRR15401400_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40389629.0	2 Gbp	0.0	50.0	43.0	47.275437025233806	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401400_2	SRR15401400_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40389629.0	2 Gbp	0.0	50.0	44.0	50.22832391048032	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	warn	pass	
SRR15401401_1	SRR15401401_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31812547.0	1.5 Gbp	0.0	50.0	44.0	47.15996652287862	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401401_2	SRR15401401_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31812547.0	1.5 Gbp	0.0	50.0	44.0	51.37529287566378	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401402_1	SRR15401402_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71174872.0	3.5 Gbp	0.0	50.0	42.0	40.714151359400816	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401402_2	SRR15401402_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71174872.0	3.5 Gbp	0.0	50.0	43.0	45.27270366745705	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401403_1	SRR15401403_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37666274.0	1.8 Gbp	0.0	50.0	43.0	49.07615162535242	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401403_2	SRR15401403_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37666274.0	1.8 Gbp	0.0	50.0	44.0	52.842948543089086	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401404_1	SRR15401404_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44554776.0	2.2 Gbp	0.0	50.0	42.0	46.927777416397895	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401404_2	SRR15401404_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44554776.0	2.2 Gbp	0.0	50.0	44.0	51.31249687942526	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401405_1	SRR15401405_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30324963.0	1.5 Gbp	0.0	50.0	42.0	47.11779202648154	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401405_2	SRR15401405_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30324963.0	1.5 Gbp	0.0	50.0	44.0	49.65755251449222	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401406_1	SRR15401406_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37796167.0	1.8 Gbp	0.0	50.0	42.0	47.025528106353846	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401406_2	SRR15401406_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37796167.0	1.8 Gbp	0.0	50.0	44.0	49.53152653003465	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401407_1	SRR15401407_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27518745.0	1.3 Gbp	0.0	50.0	42.0	35.76414433103623	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401407_2	SRR15401407_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27518745.0	1.3 Gbp	0.0	50.0	46.0	37.317198740863844	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401408_1	SRR15401408_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29277045.0	1.4 Gbp	0.0	50.0	42.0	36.90092927068483	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401408_2	SRR15401408_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29277045.0	1.4 Gbp	0.0	50.0	45.0	37.55808582593713	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401409_1	SRR15401409_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25754570.0	1.2 Gbp	0.0	50.0	43.0	34.94955114863198	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401409_2	SRR15401409_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25754570.0	1.2 Gbp	0.0	50.0	46.0	34.73285338008794	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401410_1	SRR15401410_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43022275.0	2.1 Gbp	0.0	50.0	42.0	44.161594609764194	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401410_2	SRR15401410_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43022275.0	2.1 Gbp	0.0	50.0	43.0	45.38535622939165	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401411_1	SRR15401411_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24187334.0	1.2 Gbp	0.0	50.0	43.0	43.3206909658619	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401411_2	SRR15401411_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24187334.0	1.2 Gbp	0.0	50.0	45.0	42.610384407775	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	warn	pass	
SRR15401412_1	SRR15401412_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23617366.0	1.1 Gbp	0.0	50.0	42.0	42.26209848256246	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	warn	pass	
SRR15401412_2	SRR15401412_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23617366.0	1.1 Gbp	0.0	50.0	45.0	43.80277393529647	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401413_1	SRR15401413_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21939184.0	1 Gbp	0.0	50.0	41.0	39.72621646774509	50.0	50	pass	fail	pass	warn	warn	pass	pass	fail	warn	pass	
SRR15401413_2	SRR15401413_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21939184.0	1 Gbp	0.0	50.0	45.0	43.54262442457981	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401414_1	SRR15401414_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19948756.0	997.4 Mbp	0.0	50.0	42.0	40.420536503847835	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401414_2	SRR15401414_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19948756.0	997.4 Mbp	0.0	50.0	45.0	40.77711277895102	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401415_1	SRR15401415_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26414773.0	1.3 Gbp	0.0	50.0	46.0	44.89179939373314	50.0	50	pass	fail	pass	fail	warn	pass	pass	fail	pass	pass	
SRR15401415_2	SRR15401415_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26414773.0	1.3 Gbp	0.0	50.0	49.0	46.2409291695851	50.0	50	pass	fail	pass	fail	fail	pass	pass	fail	pass	pass	
SRR15401416_1	SRR15401416_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32105358.0	1.6 Gbp	0.0	50.0	42.0	37.41494678379679	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401416_2	SRR15401416_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32105358.0	1.6 Gbp	0.0	50.0	45.0	40.110034569816825	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401417_1	SRR15401417_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35997203.0	1.7 Gbp	0.0	50.0	42.0	35.64628977923366	50.0	50	pass	fail	pass	warn	warn	pass	pass	fail	warn	pass	
SRR15401417_2	SRR15401417_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35997203.0	1.7 Gbp	0.0	50.0	46.0	39.12912549169042	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401418_1	SRR15401418_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33757834.0	1.6 Gbp	0.0	50.0	42.0	41.21377514836546	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	warn	pass	
SRR15401418_2	SRR15401418_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33757834.0	1.6 Gbp	0.0	50.0	45.0	43.0403983217299	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401419_1	SRR15401419_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14643057.0	732.1 Mbp	0.0	50.0	43.0	43.68284299541192	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	fail	pass	
SRR15401419_2	SRR15401419_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14643057.0	732.1 Mbp	0.0	50.0	46.0	46.7193769978366	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	fail	pass	
SRR15401420_1	SRR15401420_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35551137.0	1.7 Gbp	0.0	50.0	43.0	45.77326270836819	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401420_2	SRR15401420_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35551137.0	1.7 Gbp	0.0	50.0	45.0	46.37975757362149	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401421_1	SRR15401421_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29049930.0	1.4 Gbp	0.0	50.0	42.0	42.91723585482017	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401421_2	SRR15401421_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29049930.0	1.4 Gbp	0.0	50.0	43.0	47.062959000519044	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401422_1	SRR15401422_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34902453.0	1.7 Gbp	0.0	50.0	42.0	45.480889794308595	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401422_2	SRR15401422_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34902453.0	1.7 Gbp	0.0	50.0	45.0	46.40396530020031	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	warn	pass	
SRR15401423_1	SRR15401423_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36252196.0	1.8 Gbp	0.0	50.0	43.0	39.50123791301454	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	warn	pass	
SRR15401423_2	SRR15401423_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36252196.0	1.8 Gbp	0.0	50.0	45.0	42.73200720469825	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401424_1	SRR15401424_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43616208.0	2.1 Gbp	0.0	50.0	42.0	42.22723872347524	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401424_2	SRR15401424_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43616208.0	2.1 Gbp	0.0	50.0	43.0	47.35287315839757	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401425_1	SRR15401425_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39109876.0	1.9 Gbp	0.0	50.0	42.0	38.465436390976436	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401425_2	SRR15401425_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39109876.0	1.9 Gbp	0.0	50.0	44.0	44.913745714257644	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401426_1	SRR15401426_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39072042.0	1.9 Gbp	0.0	50.0	43.0	44.13400301214312	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401426_2	SRR15401426_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39072042.0	1.9 Gbp	0.0	50.0	45.0	49.28912902446842	50.0	50	pass	fail	pass	fail	warn	pass	pass	fail	pass	pass	
SRR15401427_1	SRR15401427_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41009533.0	2 Gbp	0.0	50.0	44.0	36.54052524019917	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	warn	pass	
SRR15401427_2	SRR15401427_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41009533.0	2 Gbp	0.0	50.0	46.0	42.10094706216243	50.0	50	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass	
SRR15401428_1	SRR15401428_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32893729.0	1.6 Gbp	0.0	50.0	45.0	31.6327668223823	50.0	50	pass	fail	pass	fail	warn	pass	pass	fail	warn	pass	
SRR15401428_2	SRR15401428_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32893729.0	1.6 Gbp	0.0	50.0	47.0	38.300396732356305	50.0	50	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass	
SRR15401429_1	SRR15401429_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61259169.0	3 Gbp	0.0	50.0	41.0	33.01002684340244	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401429_2	SRR15401429_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61259169.0	3 Gbp	0.0	50.0	42.0	35.01035418789288	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401430_1	SRR15401430_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26559552.0	1.3 Gbp	0.0	50.0	40.0	40.4438134100535	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401430_2	SRR15401430_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26559552.0	1.3 Gbp	0.0	50.0	42.0	43.449512737601076	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401431_1	SRR15401431_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36048162.0	1.8 Gbp	0.0	50.0	41.0	34.834464296641315	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401431_2	SRR15401431_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36048162.0	1.8 Gbp	0.0	50.0	42.0	35.72981249215375	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401432_1	SRR15401432_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37575134.0	1.8 Gbp	0.0	50.0	42.0	42.902359576546786	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401432_2	SRR15401432_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37575134.0	1.8 Gbp	0.0	50.0	43.0	46.508563582885486	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401433_1	SRR15401433_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38348600.0	1.9 Gbp	0.0	50.0	41.0	50.59650078793958	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401433_2	SRR15401433_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38348600.0	1.9 Gbp	0.0	50.0	42.0	57.6266227327656	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401434_1	SRR15401434_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28642060.0	1.4 Gbp	0.0	50.0	41.0	54.749000061165084	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401434_2	SRR15401434_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28642060.0	1.4 Gbp	0.0	50.0	42.0	60.14822582240185	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401435_1	SRR15401435_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42630336.0	2.1 Gbp	0.0	50.0	41.0	50.1141574010451	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401435_2	SRR15401435_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42630336.0	2.1 Gbp	0.0	50.0	42.0	56.12215690703803	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401436_1	SRR15401436_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40197124.0	2 Gbp	0.0	50.0	42.0	46.089675962001024	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401436_2	SRR15401436_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40197124.0	2 Gbp	0.0	50.0	44.0	51.585170623964615	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401437_1	SRR15401437_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33081070.0	1.6 Gbp	0.0	50.0	42.0	51.20368725117267	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401437_2	SRR15401437_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33081070.0	1.6 Gbp	0.0	50.0	44.0	55.74009257717311	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401438_1	SRR15401438_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52739671.0	2.6 Gbp	0.0	50.0	42.0	42.351259449953616	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401438_2	SRR15401438_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52739671.0	2.6 Gbp	0.0	50.0	44.0	50.45294770456006	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
